FIPS,State,Name,COUNTY/TOWN,Bull,Base,Bear,RHG_HurrGDP_2020,RHG_HurrGDP_2030,RHG_HurrGDP_2040,RHG_HurrGDP_2050,RHG_HurrGDP_2060,RHG_HurrGDP_2070,RHG_HurrGDP_2080,RHG_HurrGDP_2090
01001,AL,Alabama,Autauga County,-0.021444489,-0.034466194,-0.063196595,0.014566942,0.01870731,0.025907752,0.035477194,0.042072122,0.046442662,0.049858129,0.049918426
01003,AL,Alabama,Baldwin County,-0.056219998,-0.089615239,-0.160849067,0.020682596,0.028196318,0.03824238,0.052868829,0.061854021,0.071749583,0.079915402,0.082901315
01005,AL,Alabama,Barbour County,-0.010997354,-0.017826379,-0.033391312,0.020096158,0.024476328,0.031911744,0.04179492,0.047688626,0.053174389,0.05620511,0.057619373
01007,AL,Alabama,Bibb County,-0.013730322,-0.022278089,-0.041830163,0.011293901,0.01452067,0.021327252,0.030038493,0.035861806,0.040067966,0.042507368,0.042721562
01009,AL,Alabama,Blount County,-0.019770534,-0.031853509,-0.058768803,0.00929223,0.01071983,0.014710698,0.019605896,0.023141963,0.026045862,0.027543185,0.02830191
01011,AL,Alabama,Bullock County,-0.010004931,-0.016211593,-0.03033837,0.018481431,0.022852011,0.02994129,0.039884725,0.045750649,0.050846805,0.054121797,0.055031748
01013,AL,Alabama,Butler County,-0.02960082,-0.047694245,-0.088006442,0.017862762,0.023321659,0.031057218,0.04309048,0.050298358,0.056843145,0.061934986,0.062839546
01015,AL,Alabama,Calhoun County,-0.030078629,-0.048304856,-0.088391844,0.010370093,0.011981402,0.015943079,0.020457383,0.024141364,0.026658238,0.027961783,0.028745223
01017,AL,Alabama,Chambers County,-0.020335213,-0.0336561,-0.066250554,0.014418899,0.017211189,0.022596493,0.029849598,0.034280686,0.038370353,0.040391823,0.041067542
01019,AL,Alabama,Cherokee County,-0.017240619,-0.027804273,-0.051423132,0.008820769,0.009917087,0.012806343,0.016222818,0.019004914,0.021548817,0.022506588,0.023281516
01021,AL,Alabama,Chilton County,-0.03000792,-0.048273724,-0.088719806,0.012478188,0.01591644,0.02276919,0.031355709,0.037333476,0.041557096,0.043661756,0.044193012
01023,AL,Alabama,Choctaw County,-0.003802706,-0.006151159,-0.011462237,0.013512319,0.018531799,0.028254627,0.040233193,0.048269868,0.055471929,0.061564412,0.064066208
01025,AL,Alabama,Clarke County,-0.016144241,-0.026106045,-0.048607486,0.016324928,0.021826083,0.031561115,0.043595728,0.051791199,0.060185304,0.06681712,0.068473972
01027,AL,Alabama,Clay County,-0.012172125,-0.019921014,-0.038195652,0.012830634,0.014828101,0.020124586,0.026207776,0.030650683,0.034059246,0.03573975,0.036374338
01029,AL,Alabama,Cleburne County,-0.02012667,-0.03248493,-0.060202018,0.010779491,0.012346119,0.016431951,0.020949142,0.024587175,0.027084555,0.02887105,0.029335298
01031,AL,Alabama,Coffee County,-0.024257911,-0.039005689,-0.071602642,0.021289965,0.026439825,0.034835449,0.046465294,0.053718295,0.059897258,0.065054592,0.066756247
01033,AL,Alabama,Colbert County,-0.023891032,-0.038682389,-0.072252789,0.005801624,0.007109315,0.009870149,0.013547859,0.016300782,0.019466688,0.021727082,0.023403498
01035,AL,Alabama,Conecuh County,-0.027446659,-0.044098169,-0.080788156,0.019231453,0.024578561,0.033036988,0.046129783,0.054666291,0.062280953,0.067419454,0.069897468
01037,AL,Alabama,Coosa County,-0.007259946,-0.01209991,-0.02419982,0.013606012,0.016578934,0.022868299,0.030565811,0.03568508,0.040031646,0.041751322,0.042041914
01039,AL,Alabama,Covington County,-0.022164339,-0.035610395,-0.065235024,0.020292455,0.025880809,0.034442711,0.046221616,0.054726887,0.061903209,0.06814176,0.069716985
01041,AL,Alabama,Crenshaw County,-0.026875102,-0.043461736,-0.080938015,0.018593427,0.023792756,0.031399077,0.042932841,0.050372668,0.05631528,0.061171066,0.061989084
01043,AL,Alabama,Cullman County,-0.028691225,-0.046209173,-0.085175435,0.008453303,0.009802299,0.01345439,0.018391,0.021437473,0.024534089,0.02633877,0.027090648
01045,AL,Alabama,Dale County,-0.011372443,-0.018433986,-0.034527587,0.022117737,0.027255583,0.035423882,0.046529976,0.053361362,0.059609243,0.06386733,0.065168095
01047,AL,Alabama,Dallas County,-0.017048832,-0.027585059,-0.051436643,0.014843143,0.019115848,0.027236465,0.03731817,0.044962754,0.050052098,0.054503232,0.055261413
01049,AL,Alabama,DeKalb County,-0.023352384,-0.037584576,-0.069156865,0.007845625,0.008597665,0.01117611,0.014499512,0.016998839,0.019110487,0.020239744,0.021707578
01051,AL,Alabama,Elmore County,-0.030273057,-0.048568854,-0.088649623,0.0151082,0.018619474,0.025413906,0.034518324,0.040032644,0.044573503,0.047212384,0.047291924
01053,AL,Alabama,Escambia County,-0.016889078,-0.027371067,-0.051243856,0.020558116,0.026332137,0.035640111,0.048426569,0.058147779,0.066024404,0.072553225,0.074708926
01055,AL,Alabama,Etowah County,-0.032978875,-0.052903974,-0.096534272,0.009262059,0.010589116,0.013868619,0.018197518,0.021572782,0.023911309,0.025162871,0.02598234
01057,AL,Alabama,Fayette County,-0.01485002,-0.024036062,-0.044859255,0.008599102,0.010909149,0.015853901,0.022338175,0.026495399,0.030354196,0.032657811,0.034089928
01059,AL,Alabama,Franklin County,-0.013207504,-0.021473811,-0.040523491,0.006590644,0.008222011,0.011398762,0.015821862,0.018839535,0.022290196,0.024776889,0.025931551
01061,AL,Alabama,Geneva County,-0.019992094,-0.032140395,-0.058971863,0.022785643,0.028361329,0.037011871,0.048521235,0.056355458,0.063200736,0.068688489,0.070716795
01063,AL,Alabama,Greene County,-0.007219348,-0.012032247,-0.024064495,0.010808822,0.014094029,0.021769655,0.031055125,0.037306446,0.043408971,0.046913361,0.048189618
01065,AL,Alabama,Hale County,-0.013115101,-0.021400273,-0.040738515,0.011745012,0.015353197,0.023047092,0.032583038,0.03914223,0.044716315,0.047946883,0.049252091
01067,AL,Alabama,Henry County,-0.021305822,-0.034292376,-0.063106776,0.021808268,0.026821424,0.035427824,0.045697823,0.05196618,0.057678529,0.061408822,0.063228442
01069,AL,Alabama,Houston County,-0.037278653,-0.059596661,-0.107788398,0.023540109,0.028885336,0.037590908,0.048716042,0.055780563,0.062051541,0.066630752,0.069135934
01071,AL,Alabama,Jackson County,-0.027326582,-0.044003729,-0.081074872,0.007124112,0.007613319,0.00962943,0.012792878,0.014849664,0.017056727,0.018232155,0.019925528
01073,AL,Alabama,Jefferson County,-0.03417704,-0.054953872,-0.100872371,0.009904856,0.012208425,0.017483221,0.023667322,0.028104695,0.031601292,0.033090193,0.03367301
01075,AL,Alabama,Lamar County,-0.011349611,-0.018631979,-0.035985782,0.007810352,0.010254533,0.014940507,0.021228034,0.025535876,0.029986017,0.032805913,0.033963946
01077,AL,Alabama,Lauderdale County,-0.036194729,-0.057950976,-0.105220876,0.005857528,0.006884953,0.009375598,0.012552052,0.015093593,0.017864856,0.019834534,0.021678844
01079,AL,Alabama,Lawrence County,-0.011641996,-0.018909001,-0.035593538,0.00727066,0.0086658,0.011619205,0.015905012,0.01825485,0.021354409,0.023130554,0.024256219
01081,AL,Alabama,Lee County,-0.032969759,-0.052973909,-0.097057214,0.016153769,0.019298579,0.025129251,0.03337063,0.038401998,0.04257512,0.045427702,0.045788166
01083,AL,Alabama,Limestone County,-0.020005252,-0.032279149,-0.059775081,0.00684348,0.007853763,0.010247378,0.013788175,0.015827883,0.018377305,0.019812607,0.021319069
01085,AL,Alabama,Lowndes County,-0.012693541,-0.021155901,-0.042311802,0.016007295,0.02061877,0.028217953,0.039384501,0.046300418,0.051742944,0.055722478,0.056694579
01087,AL,Alabama,Macon County,-0.012279958,-0.019636437,-0.035537155,0.01723711,0.020777925,0.027634421,0.03641862,0.0422541,0.047101391,0.050097763,0.050159526
01089,AL,Alabama,Madison County,-0.029712174,-0.047881129,-0.088386035,0.006959963,0.007727815,0.010081263,0.013521789,0.01578259,0.018172684,0.019534025,0.020658437
01091,AL,Alabama,Marengo County,-0.00893262,-0.014568912,-0.027703272,0.013545992,0.017826768,0.026972886,0.037718847,0.04542163,0.05243145,0.056802869,0.058214519
01093,AL,Alabama,Marion County,-0.019895978,-0.032140722,-0.059694861,0.007232518,0.009254011,0.013116906,0.018555997,0.021824572,0.025618761,0.028270316,0.029565786
01095,AL,Alabama,Marshall County,-0.028528391,-0.045955824,-0.084749927,0.008443961,0.009336274,0.01218784,0.016426421,0.018976275,0.021657589,0.023182938,0.024002059
01097,AL,Alabama,Mobile County,-0.027829195,-0.044845384,-0.082776035,0.019059531,0.026981575,0.037621164,0.051885981,0.061380837,0.070944673,0.080006572,0.083750528
01099,AL,Alabama,Monroe County,-0.025352742,-0.040838213,-0.075302816,0.018186017,0.023419681,0.032895471,0.04527232,0.053798969,0.061826999,0.067052626,0.068871644
01101,AL,Alabama,Montgomery County,-0.02870043,-0.046115204,-0.0844956,0.016349232,0.020774488,0.028016145,0.038090847,0.04481567,0.049978904,0.053062969,0.053582112
01103,AL,Alabama,Morgan County,-0.026858099,-0.043432479,-0.080875374,0.007838676,0.008981321,0.011958384,0.016181033,0.018456896,0.021347046,0.023074995,0.023797486
01105,AL,Alabama,Perry County,-0.022969712,-0.036952433,-0.067917974,0.013019318,0.016852979,0.024582668,0.034028717,0.041130912,0.04627549,0.049417281,0.050493806
01107,AL,Alabama,Pickens County,-0.009385314,-0.015311244,-0.029133227,0.009038649,0.011883983,0.017958104,0.026145825,0.031223486,0.036137799,0.039779742,0.040692976
01109,AL,Alabama,Pike County,-0.017514045,-0.028232437,-0.052155502,0.019310591,0.024295877,0.031837629,0.042652225,0.049222907,0.054869879,0.059107318,0.059345365
01111,AL,Alabama,Randolph County,-0.012261882,-0.019953381,-0.037732861,0.012471448,0.014665482,0.019342899,0.025370921,0.029384875,0.032394512,0.034177175,0.035190995
01113,AL,Alabama,Russell County,-0.024200258,-0.039127244,-0.07282515,0.017861005,0.021292074,0.028017477,0.036786795,0.041787261,0.046748871,0.049238409,0.050188753
01115,AL,Alabama,St. Clair County,-0.031774239,-0.051157849,-0.094219225,0.010203786,0.0122925,0.016537922,0.02187189,0.026115907,0.028647323,0.030035471,0.030562476
01117,AL,Alabama,Shelby County,-0.038345124,-0.061656681,-0.113179998,0.011239349,0.014051569,0.019796394,0.026963502,0.031980723,0.035825787,0.037314004,0.037253847
01119,AL,Alabama,Sumter County,-0.020012767,-0.032206849,-0.059248761,0.011079727,0.015147805,0.023653721,0.033721263,0.040474849,0.047050763,0.051431925,0.053718284
01121,AL,Alabama,Talladega County,-0.022747247,-0.036874305,-0.069078632,0.011967526,0.014270435,0.019277552,0.025574886,0.030230667,0.033487296,0.03446713,0.03478523
01123,AL,Alabama,Tallapoosa County,-0.021839784,-0.035122598,-0.064498507,0.014747422,0.017358823,0.023255027,0.030886073,0.035532019,0.039790933,0.041964494,0.042830592
01125,AL,Alabama,Tuscaloosa County,-0.030374951,-0.048905987,-0.090076783,0.009929276,0.012733696,0.01857437,0.026667923,0.031810589,0.036479094,0.038205741,0.039333777
01127,AL,Alabama,Walker County,-0.021454019,-0.034394411,-0.06265853,0.009322104,0.011437628,0.016035676,0.021819463,0.025712913,0.029447499,0.031003595,0.032349133
01129,AL,Alabama,Washington County,-0.007979516,-0.013299193,-0.026598386,0.016374287,0.022638929,0.032544575,0.0462442,0.054921745,0.063712104,0.071539327,0.075323781
01131,AL,Alabama,Wilcox County,-0.018859268,-0.03066813,-0.057898338,0.016182635,0.020756069,0.029390957,0.040830478,0.048954032,0.055200844,0.06032725,0.061457372
01133,AL,Alabama,Winston County,-0.015437942,-0.025071367,-0.047179319,0.008238576,0.009926453,0.013553823,0.019031612,0.021877453,0.025215053,0.027211191,0.028426576
02013,AK,Alaska,Aleutians East Borough,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02016,AK,Alaska,Aleutians West Census Area,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02020,AK,Alaska,Anchorage Borough,-0.033905187,-0.054618,-0.100728091,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02050,AK,Alaska,Bethel Census Area,-0.001427954,-0.002379924,-0.004759848,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02060,AK,Alaska,Bristol Bay Borough,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02068,AK,Alaska,Denali Census Area,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02070,AK,Alaska,Dillingham Census Area,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02090,AK,Alaska,Fairbanks North Star Borough,-0.026601803,-0.042928803,-0.079523703,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02100,AK,Alaska,Haines Borough,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02110,AK,Alaska,Juneau Borough,-0.021676949,-0.034770454,-0.06343084,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02122,AK,Alaska,Kenai Peninsula Borough,-0.024097084,-0.038596145,-0.070146812,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02130,AK,Alaska,Ketchikan Gateway Borough,-0.028360434,-0.045198756,-0.081088654,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02150,AK,Alaska,Kodiak Island Borough,-0.017463022,-0.027991413,-0.05097152,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02164,AK,Alaska,Lake and Peninsula Borough,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02068,AK,Alaska,Denali Census Area,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02170,AK,Alaska,Matanuska-Susitna Borough,-0.02686255,-0.043099255,-0.078676033,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02180,AK,Alaska,Nome Census Area,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02185,AK,Alaska,North Slope Borough,-0.000126065,-0.000210108,-0.000420216,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02188,AK,Alaska,Northwest Arctic Borough,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02201,AK,Alaska,Prince of Wales-Outer Ketchikan Census Area,-0.025797344,-0.041603296,-0.076941344,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02220,AK,Alaska,Sitka Borough,-0.003548159,-0.005913599,-0.011827198,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02232,AK,Alaska,Skagway/Hoonah/Angoon Census Area,-0.025797344,-0.041603296,-0.076941344,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02240,AK,Alaska,Southeast Fairbanks Census Area,-0.001650324,-0.00275054,-0.005501079,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02261,AK,Alaska,Valdez-Cordova Census Area,-0.00114205,-0.001903417,-0.003806834,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02270,AK,Alaska,Wade Hampton Census Area,-0.025797344,-0.041603296,-0.076941344,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02280,AK,Alaska,Wrangell-Petersburg Census Area,-0.025797344,-0.041603296,-0.076941344,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02282,AK,Alaska,Yakutat,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02290,AK,Alaska,Yukon-Koyukuk Census Area,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
04001,AZ,Arizona,Apache County,-0.009755925,-0.015715907,-0.02898396,1.84465E-06,3.3596E-06,4.98423E-06,5.30067E-06,3.81349E-06,2.42004E-06,1.22276E-06,1.79657E-08
04003,AZ,Arizona,Cochise County,-0.020489991,-0.032881594,-0.060055426,3.17688E-07,1.54056E-06,4.65752E-06,7.304E-06,7.24369E-06,4.68038E-06,1.56762E-06,1.64285E-09
04005,AZ,Arizona,Coconino County,-0.052406195,-0.083279925,-0.148273048,0,0,0,0,0,0,0,0
04007,AZ,Arizona,Gila County,-0.014302251,-0.023010616,-0.042302121,0,0,0,0,0,0,0,0
04009,AZ,Arizona,Graham County,-0.012237857,-0.019602756,-0.03563399,2.2917E-07,7.17197E-07,1.54845E-06,2.24784E-06,1.55434E-06,1.10679E-06,4.6274E-07,0
04011,AZ,Arizona,Greenlee County,-0.005262645,-0.008455512,-0.015490988,4.2422E-06,3.63098E-06,7.19132E-06,1.56505E-05,1.17386E-05,5.25033E-06,2.00939E-06,0
04012,AZ,Arizona,La Paz County,-0.062992402,-0.100265671,-0.179283844,0,0,0,0,0,0,0,0
04013,AZ,Arizona,Maricopa County,-0.036944727,-0.059378421,-0.108874288,0,0,0,0,0,0,0,0
04015,AZ,Arizona,Mohave County,-0.033182535,-0.053117692,-0.096395991,0,0,0,0,0,0,0,0
04017,AZ,Arizona,Navajo County,-0.01859054,-0.029835016,-0.054498557,0,0,0,0,0,0,0,0
04019,AZ,Arizona,Pima County,-0.031296468,-0.050296408,-0.092203145,0,0,0,0,0,0,0,0
04021,AZ,Arizona,Pinal County,-0.021819309,-0.035133898,-0.064725519,0,0,0,0,0,0,0,0
04023,AZ,Arizona,Santa Cruz County,-0.05988735,-0.095885438,-0.174100223,0,0,0,0,0,0,0,0
04025,AZ,Arizona,Yavapai County,-0.03764453,-0.060189845,-0.108900019,0,0,0,0,0,0,0,0
04027,AZ,Arizona,Yuma County,-0.020998971,-0.033864517,-0.062627075,0,0,0,0,0,0,0,0
05001,AR,Arkansas,Arkansas County,-0.018881878,-0.030502673,-0.056653287,0.003576921,0.006226699,0.010521564,0.015018898,0.01877382,0.022734865,0.026180378,0.02931022
05003,AR,Arkansas,Ashley County,-0.013525762,-0.022166719,-0.04264046,0.004910586,0.009813387,0.016557005,0.024150882,0.029766627,0.036654961,0.041582464,0.045981714
05005,AR,Arkansas,Baxter County,-0.023772455,-0.038106722,-0.069400281,0.004130166,0.005273665,0.00675716,0.008403893,0.009484511,0.011061488,0.012616545,0.014040494
05007,AR,Arkansas,Benton County,-0.044349389,-0.071422457,-0.131625548,0.003679717,0.004473718,0.005305404,0.006064378,0.007097666,0.008328284,0.009613928,0.011290287
05009,AR,Arkansas,Boone County,-0.020944109,-0.033713114,-0.062054427,0.004326935,0.00526696,0.006517384,0.007668075,0.008726114,0.010181915,0.011694418,0.013237877
05011,AR,Arkansas,Bradley County,-0.016054965,-0.025990719,-0.048527437,0.00450336,0.008860722,0.014856318,0.021019124,0.02640423,0.031655379,0.036287071,0.040670762
05013,AR,Arkansas,Calhoun County,0,0,0,0.004649435,0.008806379,0.014448913,0.020276962,0.025212908,0.030089588,0.034127434,0.037925542
05015,AR,Arkansas,Carroll County,-0.027140774,-0.043482774,-0.079082224,0.004077791,0.005101414,0.006063435,0.007154938,0.008114235,0.009373334,0.010921458,0.012404063
05017,AR,Arkansas,Chicot County,-0.010237513,-0.016489245,-0.030398739,0.004899377,0.009676173,0.015899639,0.023947471,0.029591061,0.035260143,0.041191167,0.045648301
05019,AR,Arkansas,Clark County,-0.026488108,-0.042519624,-0.077716747,0.00421754,0.007111639,0.011165315,0.015305859,0.018910055,0.022312777,0.025720652,0.028847523
05021,AR,Arkansas,Clay County,-0.011135602,-0.018064153,-0.033899977,0.003001987,0.004434695,0.005944504,0.007897357,0.009158884,0.01066543,0.012199805,0.013932798
05023,AR,Arkansas,Cleburne County,-0.031504745,-0.050483694,-0.091858419,0.003014527,0.004673288,0.006787535,0.009286969,0.011065453,0.013193336,0.015021889,0.016911935
05025,AR,Arkansas,Cleveland County,-0.003033332,-0.005055553,-0.010111106,0.004168439,0.007607315,0.012449581,0.017489497,0.021861247,0.026136017,0.029907781,0.033623684
05027,AR,Arkansas,Columbia County,-0.01314208,-0.021350874,-0.040215081,0.00449613,0.009034079,0.01481876,0.021250707,0.026822654,0.031920333,0.036351007,0.039961143
05029,AR,Arkansas,Conway County,-0.01122645,-0.0182088,-0.034158822,0.003493586,0.005230505,0.007385432,0.010023184,0.012040244,0.014287366,0.016352798,0.018446919
05031,AR,Arkansas,Craighead County,-0.033098854,-0.053016904,-0.09636847,0.003006607,0.00465862,0.006607733,0.009156776,0.010794617,0.012648354,0.01457103,0.016573435
05033,AR,Arkansas,Crawford County,-0.018432652,-0.029809495,-0.055516828,0.004066314,0.005155776,0.006497978,0.008021243,0.009591919,0.011465628,0.013375927,0.015129653
05035,AR,Arkansas,Crittenden County,-0.026596188,-0.042726561,-0.078251234,0.003417708,0.005313803,0.008028899,0.011165411,0.013688138,0.016404141,0.018654003,0.020707732
05037,AR,Arkansas,Cross County,-0.043129644,-0.0690032,-0.125048469,0.003391063,0.005149106,0.00787744,0.010933901,0.013293675,0.015671002,0.018016299,0.01993333
05039,AR,Arkansas,Dallas County,-0.010451633,-0.016995961,-0.032086499,0.003819315,0.007085618,0.011679487,0.016366752,0.020465478,0.024375604,0.02762764,0.030802939
05041,AR,Arkansas,Desha County,-0.01106086,-0.017938735,-0.033645324,0.003808939,0.007562172,0.012235556,0.018250253,0.023008049,0.027911587,0.032534056,0.035814509
05043,AR,Arkansas,Drew County,-0.021060167,-0.03379909,-0.061742834,0.004027673,0.008203188,0.013787485,0.019824,0.024939129,0.030787742,0.035329775,0.039070674
05045,AR,Arkansas,Faulkner County,-0.022884632,-0.037032064,-0.06907367,0.003294794,0.005035869,0.007468539,0.01036389,0.012657371,0.014903277,0.017402643,0.019372956
05047,AR,Arkansas,Franklin County,-0.010012717,-0.016232247,-0.030414226,0.004052169,0.005304648,0.006786062,0.008585055,0.0101589,0.01210814,0.013966587,0.015946296
05049,AR,Arkansas,Fulton County,-0.004083215,-0.006805359,-0.013610718,0.003491292,0.004727709,0.006153019,0.00800593,0.008934718,0.010354856,0.011877013,0.013326449
05051,AR,Arkansas,Garland County,-0.03957398,-0.063165457,-0.113770618,0.003495335,0.005671902,0.008684655,0.011844496,0.014510815,0.017311568,0.020140271,0.022483688
05053,AR,Arkansas,Grant County,-0.013955685,-0.022745101,-0.043175515,0.003636024,0.006642863,0.010509965,0.014748865,0.018157819,0.021831044,0.025073582,0.027617249
05055,AR,Arkansas,Greene County,-0.018373238,-0.029780717,-0.055775378,0.002926175,0.004484627,0.006108992,0.008334369,0.009806773,0.011407896,0.01317621,0.015008947
05057,AR,Arkansas,Hempstead County,-0.011991843,-0.019371336,-0.035974865,0.004812132,0.008252518,0.012634766,0.017142027,0.021165711,0.024937748,0.028539859,0.032041366
05059,AR,Arkansas,Hot Spring County,-0.008846634,-0.014464838,-0.027671692,0.003580448,0.006038236,0.009855977,0.013406513,0.016550377,0.019675841,0.022758597,0.02547002
05061,AR,Arkansas,Howard County,-0.014343962,-0.023345577,-0.044166537,0.004615155,0.00713515,0.010976486,0.014348038,0.017754976,0.020663467,0.024061125,0.026986717
05063,AR,Arkansas,Independence County,-0.018435453,-0.029623423,-0.054286347,0.002852876,0.004544753,0.006477166,0.008967656,0.01049232,0.012523044,0.01433375,0.016040662
05065,AR,Arkansas,Izard County,-0.011271543,-0.018208031,-0.033815631,0.003209599,0.004605817,0.006259993,0.008198383,0.009433999,0.011158302,0.012681484,0.01419462
05067,AR,Arkansas,Jackson County,-0.009906684,-0.016072715,-0.030172518,0.003097454,0.00485783,0.006978498,0.009618988,0.011484252,0.013546061,0.01574388,0.017360857
05069,AR,Arkansas,Jefferson County,-0.016128137,-0.026043687,-0.048322934,0.00355189,0.006551639,0.010567876,0.015029178,0.018619476,0.022409649,0.025736812,0.02891867
05071,AR,Arkansas,Johnson County,-0.020281996,-0.03273875,-0.060686905,0.004092867,0.005429145,0.006990669,0.008728791,0.010525522,0.012393577,0.014255272,0.016115667
05073,AR,Arkansas,Lafayette County,0,0,0,0.004761823,0.008960873,0.014533133,0.020674293,0.025572936,0.030442955,0.034666208,0.038599494
05075,AR,Arkansas,Lawrence County,-0.015305428,-0.02469313,-0.045714636,0.00288573,0.004461189,0.006066792,0.008443858,0.009819239,0.011512883,0.013138287,0.014911011
05077,AR,Arkansas,Lee County,0,0,0,0.003129756,0.005563611,0.008910752,0.012482465,0.015813405,0.018718087,0.021355609,0.023492644
05079,AR,Arkansas,Lincoln County,-0.002510908,-0.004184847,-0.008369693,0.003767195,0.00719901,0.011921891,0.016842692,0.021211408,0.025921522,0.02993476,0.033598254
05081,AR,Arkansas,Little River County,-0.012501028,-0.020486059,-0.039401676,0.004376041,0.007461664,0.011920504,0.015826425,0.019699859,0.02337716,0.026673618,0.030501414
05083,AR,Arkansas,Logan County,-0.010831041,-0.017598655,-0.033158455,0.003989756,0.00548359,0.007365003,0.009465396,0.011506942,0.013600871,0.015620017,0.017637916
05085,AR,Arkansas,Lonoke County,-0.024355588,-0.03917449,-0.071967277,0.00351126,0.005737714,0.008982274,0.012565613,0.01536196,0.018329039,0.021161427,0.023706708
05087,AR,Arkansas,Madison County,-0.009703444,-0.015828896,-0.030111994,0.004071085,0.005131141,0.006228547,0.007460027,0.008739144,0.010323207,0.011983144,0.013797068
05089,AR,Arkansas,Marion County,-0.011255033,-0.018521522,-0.035977143,0.004384,0.005400334,0.006679403,0.008275984,0.009326104,0.010948537,0.012593154,0.013873139
05091,AR,Arkansas,Miller County,-0.020161863,-0.032574032,-0.060517231,0.004675583,0.008544,0.013950377,0.019475459,0.024145639,0.028721966,0.032650443,0.036655329
05093,AR,Arkansas,Mississippi County,-0.013074547,-0.021384793,-0.040942056,0.002978713,0.004733852,0.006627118,0.009238338,0.011250582,0.013326476,0.015250094,0.017133794
05095,AR,Arkansas,Monroe County,-0.023652823,-0.037889938,-0.068888425,0.003377725,0.005807798,0.009253375,0.01310858,0.016201942,0.019558566,0.022397536,0.024720126
05097,AR,Arkansas,Montgomery County,-0.003741829,-0.006236382,-0.012472764,0.004320564,0.006357328,0.009281622,0.012402885,0.014923662,0.017634632,0.02022206,0.023094868
05099,AR,Arkansas,Nevada County,-0.021388563,-0.034316411,-0.062642449,0.004428878,0.007933388,0.012749723,0.017848633,0.022074584,0.026222504,0.030422833,0.033404407
05101,AR,Arkansas,Newton County,-0.003078913,-0.005131521,-0.010263042,0.004098189,0.005305832,0.006707617,0.008157928,0.009675891,0.011402546,0.012998278,0.014780442
05103,AR,Arkansas,Ouachita County,-0.011617772,-0.018772938,-0.034890806,0.004227001,0.008188847,0.013436971,0.019074914,0.023922591,0.028072361,0.0322857,0.035771398
05105,AR,Arkansas,Perry County,-0.004609218,-0.00768203,-0.01536406,0.003608931,0.005390079,0.008053455,0.010843915,0.013079728,0.015603994,0.017896677,0.020076646
05107,AR,Arkansas,Phillips County,-0.008029042,-0.013055426,-0.024642453,0.003595462,0.006299691,0.010165553,0.014481091,0.018484639,0.02208726,0.025323006,0.027548248
05109,AR,Arkansas,Pike County,-0.014561684,-0.023506777,-0.04358142,0.004502383,0.007022116,0.010669973,0.01412698,0.017522059,0.020633274,0.023684082,0.026713635
05111,AR,Arkansas,Poinsett County,-0.004615703,-0.007600249,-0.014783845,0.003037029,0.004709183,0.007021734,0.00977666,0.011808462,0.014001534,0.016070152,0.017957786
05113,AR,Arkansas,Polk County,-0.023397854,-0.037605385,-0.068951101,0.004429732,0.006465722,0.009434095,0.01212693,0.014637737,0.017176915,0.019837922,0.022832742
